Vehicles with similar trajectories (Hausdorff distance < 100.0 m):
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 60.6 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 52.8 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 71.4 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 41.0 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 32.5 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 58.6 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 65.5 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 62.9 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 48.2 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 53.2 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 74.2 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 57.8 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 44.6 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 35.5 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 72.5 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 28.0 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 27.9 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 99.4 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 94.8 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 64.1 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 12.5 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 52.9 m
Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 64.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e: Hausdorff distance = 82.2 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 49.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 60.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 89.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 81.0 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 83.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 99.6 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 68.4 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 72.7 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 72.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 72.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 69.6 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 95.6 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 57.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 91.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 52.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 69.8 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 99.8 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 69.2 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 77.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 88.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 57.8 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 68.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 48.5 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 56.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 68.0 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 77.1 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 81.7 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 83.9 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 92.8 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 72.2 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 81.1 m
Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 58.3 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 84.2 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 74.9 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 83.1 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 77.1 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 94.7 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 49.8 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 96.7 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 90.3 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 54.5 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 47.8 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 11.3 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 90.1 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 90.1 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 72.6 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 56.5 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 32.3 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 58.7 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 96.7 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 63.0 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 4.4 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 89.9 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 77.3 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 72.9 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 74.2 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 70.2 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 82.6 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 80.2 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 43.6 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 99.5 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 94.9 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 43.4 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 52.4 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 52.9 m
Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 73.7 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 42.9 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 80.8 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 74.5 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 76.7 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 50.1 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 47.1 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 41.9 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 37.4 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 73.3 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 42.6 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 46.4 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 51.2 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 83.4 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 54.6 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 72.0 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 50.3 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 60.4 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 79.8 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 39.1 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 98.7 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 37.6 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 60.3 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 40.2 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 49.1 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 47.4 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 68.6 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 79.4 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 75.1 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 95.0 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 32.9 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 72.3 m
Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 44.1 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 61.2 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 70.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 50.1 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 90.9 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 63.3 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 19.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 63.0 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 62.8 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 63.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 59.6 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 59.4 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 25.3 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 65.4 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 52.3 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 65.0 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 66.2 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 41.8 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 70.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 53.8 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 67.1 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 28.1 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 29.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 56.2 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 60.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 48.7 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 54.8 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 52.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 52.5 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 86.4 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 61.8 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 51.8 m
Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 27.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 26.0 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 77.0 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 78.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 68.5 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 73.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 73.2 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 73.5 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 98.2 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 96.0 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 66.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 44.9 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 53.2 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 70.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 62.8 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 78.9 m
