Vehicles with similar trajectories (Hausdorff distance < 100.0 m):
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 92.0 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 20.2 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 69.1 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 36.6 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 43.6 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 32.6 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 68.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 53.5 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 81.8 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 76.2 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 93.4 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 72.9 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 54.0 m
Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 68.4 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 97.2 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 75.0 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 76.9 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 73.5 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 73.9 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 78.7 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 85.7 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 37.5 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 59.4 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 71.5 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 74.8 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 76.0 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 6.5 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 88.6 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 61.7 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 62.9 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 55.8 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 73.6 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 53.7 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 96.0 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 81.9 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 73.7 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 56.0 m
Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 87.9 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 93.5 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 64.2 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 94.5 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 94.7 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 94.3 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 89.7 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 89.1 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 57.8 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 94.4 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 81.3 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 36.0 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 96.5 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 31.7 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 94.3 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 83.4 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 90.8 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 60.6 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 50.1 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 88.2 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 76.0 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 80.9 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 86.5 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 4.9 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 3.2 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 93.8 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 45.0 m
Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 59.9 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 94.0 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 72.3 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 39.5 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 47.4 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 50.9 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 90.8 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 84.4 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 99.4 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 43.1 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 47.0 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 88.3 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 96.6 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 92.7 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 48.8 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 86.1 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 76.6 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 85.6 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 74.1 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 46.6 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 77.5 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 55.4 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 36.7 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 36.3 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 46.9 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 78.2 m
Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 92.3 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 68.3 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 62.2 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 51.9 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 85.6 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 53.9 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 9.9 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 65.5 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 79.5 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 88.7 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 3.0 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 81.6 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 92.5 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 11.3 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 54.6 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 81.3 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 66.2 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 99.2 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 68.6 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 89.5 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 94.2 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 96.4 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 50.4 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 93.6 m
Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 60.7 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 43.6 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 43.3 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 79.0 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 64.5 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 59.1 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 35.8 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 58.5 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 66.1 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 80.0 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 71.3 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 56.5 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 85.9 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 58.2 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 75.1 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 38.1 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 39.2 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 40.8 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 68.0 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 29.3 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 58.8 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 66.5 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 66.4 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 42.3 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 66.1 m
Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 37.6 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 12.2 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 43.2 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 60.6 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 52.3 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 71.5 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 41.5 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 33.8 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 58.5 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 65.1 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 62.8 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 50.1 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 52.7 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 74.1 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 58.1 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 44.7 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 35.5 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 72.4 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 26.1 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 28.2 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 99.4 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 94.9 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 65.9 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 12.1 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 53.4 m
Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 65.2 m
Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 36.5 m
Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 60.8 m
